NAME,BRAND,UNIT,CATEGORY,SUB-CATEGORY,SKU (Leave blank to auto generate sku),BARCODE TYPE,MANAGE STOCK (1=yes 0=No),ALERT QUANTITY,EXPIRES IN,EXPIRY PERIOD UNIT (months/days),APPLICABLE TAX,Selling Price Tax Type (inclusive or exclusive),PRODUCT TYPE (single or variable),VARIATION NAME (Keep blank if product type is single),VARIATION VALUES (| seperated values & blank if product type if single),VARIATION SKUs (| seperated values & blank if product type if single),PURCHASE PRICE (Including tax),PURCHASE PRICE (Excluding tax),PROFIT MARGIN,SELLING PRICE,OPENING STOCK,LOCATION,EXPIRY DATE,ENABLE IMEI OR SERIAL NUMBER(1=yes 0=No),WEIGHT,RACK,ROW,POSITION,IMAGE,PRODUCT DESCRIPTION,CUSTOM FIELD 1,CUSTOM FIELD 2,CUSTOM FIELD 3,CUSTOM FIELD 4,NOT FOR SELLING(1=yes 0=No),PRODUCT LOCATIONS
Ezex 0.05%,Square Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,75.51,,75.51,,,,0,,,,,,,Clobetasone Butyrate,0.05%,,,0,
Ezex 0.05%,Square Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,75.51,,75.51,,,,0,,,,,,,Clobetasone Butyrate,0.05%,,,0,
Ezevent 10 mg,Jenphar Bangladesh Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,10.00,,10.00,,,,0,,,,,,,Montelukast Sodium,10 mg,,,0,
Ezetrol 10 mg,UniMed UniHealth,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,10.00,,10.00,,,,0,,,,,,,Ezetimibe,10 mg,,,0,
Ezetim 10 mg,Incepta Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,10.00,,10.00,,,,0,,,,,,,Ezetimibe,10 mg,,,0,
Ezeta 10 mg,Beximco Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,10.04,,10.04,,,,0,,,,,,,Ezetimibe,10 mg,,,0,
Ezemove 100 mg,Globex Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,4.00,,4.00,,,,0,,,,,,,Aceclofenac,100 mg,,,0,
Ezair 10 mg,Novo Healthcare and Pharma Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,15.00,,15.00,,,,0,,,,,,,Montelukast Sodium,10 mg,,,0,
EZ-20 20 mg,Modern Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,7.00,,7.00,,,,0,,,,,,,Esomeprazole,20 mg,,,0,
Eytob 0.30%,Navana Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,95.00,,95.00,,,,0,,,,,,,Tobramycin (Ophthalmic),0.30%,,,0,
Eytex 0.1%+0.3%,Nipa Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,150.00,,150.00,,,,0,,,,,,,Dexamethasone + Tobramycin,0.1%+0.3%,,,0,
Eytex 0.1%+0.3%,Nipa Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,90.00,,90.00,,,,0,,,,,,,Dexamethasone + Tobramycin,0.1%+0.3%,,,0,
Eylon 0.1%+0.025%,Ibn Sina Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,100.00,,100.00,,,,0,,,,,,,Fluorometholone + Tetrahydrozoline,0.1%+0.025%,,,0,
Abac 125 mg/1.25 ml,Chemist Laboratories  Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,50.00,,50.00,,,,0,,,,,,,Cephradine,125 mg/1.25 ml,,,0,
Facticin 320 mg,Square Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,65.19,,65.19,,,,0,,,,,,,Gemifloxacin,320 mg,,,0,
Facid HC 2%+1%,Eskayef Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,125.00,,125.00,,,,0,,,,,,,Fusidic acid + Hydrocortisone,2%+1%,,,0,
Facid BT 2%+0.1%,Eskayef Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,170.00,,170.00,,,,0,,,,,,,Fucidic Acid + Betamethasone,2%+0.1%,,,0,
Facid 2%,Eskayef Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,90.00,,90.00,,,,0,,,,,,,Sodium Fusidate (Topical),2%,,,0,
Facid 2%,Eskayef Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,90.00,,90.00,,,,0,,,,,,,Sodium Fusidate (Topical),2%,,,0,
Facid 250 mg,Eskayef Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,65.00,,65.00,,,,0,,,,,,,Sodium Fusidate (Oral),250 mg,,,0,
Fabetor 90 mg,Pharmacil Limited,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,12.00,,12.00,,,,0,,,,,,,Etoricoxib,90 mg,,,0,
Fabetor 120 mg,Pharmacil Limited,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,14.00,,14.00,,,,0,,,,,,,Etoricoxib,120 mg,,,0,
Fabetor 60 mg,Pharmacil Limited,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,7.00,,7.00,,,,0,,,,,,,Etoricoxib,60 mg,,,0,
F+F 150 mg+0.5 mg,Zenith Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,2.40,,2.40,,,,0,,,,,,,Ferrous Sulfate + Folic Acid,150 mg+0.5 mg,,,0,
F-Zol 200 mg/100 ml,Popular Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,200.00,,200.00,,,,0,,,,,,,Fluconazole,200 mg/100 ml,,,0,
F-Zol 50 mg/5 ml,Popular Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,60.00,,60.00,,,,0,,,,,,,Fluconazole,50 mg/5 ml,,,0,
F-Zol 200 mg,Popular Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,25.00,,25.00,,,,0,,,,,,,Fluconazole,200 mg,,,0,
F-Zol 150 mg,Popular Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,22.08,,22.08,,,,0,,,,,,,Fluconazole,150 mg,,,0,
F-Zol 50 mg,Popular Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,8.03,,8.03,,,,0,,,,,,,Fluconazole,50 mg,,,0,
F-Son 27.5 mcg/spray,Drug International Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,250.00,,250.00,,,,0,,,,,,,Fluticasone Furoate,27.5 mcg/spray,,,0,
F-Pro Plus (137 mcg+50 mcg)/spray,Drug International Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,320.00,,320.00,,,,0,,,,,,,Azelastine Hydrochloride + Fluticasone Propionate,(137 mcg+50 mcg)/spray,,,0,
F-Pro 50 mcg/spray,Drug International Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,250.00,,250.00,,,,0,,,,,,,Fluticasone Propionate (Nasal Spray),50 mcg/spray,,,0,
F-Lon 0.10%,Drug International Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,80.00,,80.00,,,,0,,,,,,,Fluorometholone Acetate,0.10%,,,0,
F-Gurd 0.05%+1%,Ethical Drug Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,35.00,,35.00,,,,0,,,,,,,Betamethasone + Clotrimazole,0.05%+1%,,,0,
Ezyout 5 mg/5 ml,Kumudini Pharma Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,150.00,,150.00,,,,0,,,,,,,Sodium Picosulfate,5 mg/5 ml,,,0,
Ezymilk 0.11 gm/ml,Incepta Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,250.00,,250.00,,,,0,,,,,,,Lactase,0.11 gm/ml,,,0,
Ezymas 50 mg,Novelta Bestway Pharma Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,3.00,,3.00,,,,0,,,,,,,Eperisone Hydrochloride,50 mg,,,0,
Ezylife Kids 5 mg/5 ml,Pharmasia Limited,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,85.00,,85.00,,,,0,,,,,,,Sodium Picosulfate,5 mg/5 ml,,,0,
Ezylife 5 mg/5 ml,Pharmasia Limited,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,150.00,,150.00,,,,0,,,,,,,Sodium Picosulfate,5 mg/5 ml,,,0,
Ezylife 10 mg,Pharmasia Limited,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,10.00,,10.00,,,,0,,,,,,,Sodium Picosulfate,10 mg,,,0,
Ezylax 3.35 gm/5 ml,Orion Pharma Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,140.00,,140.00,,,,0,,,,,,,Lactulose,3.35 gm/5 ml,,,0,
Ezykof Plus (100 mg+1.1 mg+14 mg)/5 ml,Popular Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,80.00,,80.00,,,,0,,,,,,,Guaifenesin + Levomenthol + Diphenhydramine,(100 mg+1.1 mg+14 mg)/5 ml,,,0,
Ezykof (30 mg+100 mg+1.25 mg)/5 ml,Popular Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,65.00,,65.00,,,,0,,,,,,,Pseudoephedrine + Guaiphenasine + Triprolidine,(30 mg+100 mg+1.25 mg)/5 ml,,,0,
Abac 125 mg/5 ml,Chemist Laboratories  Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,81.92,,81.92,,,,0,,,,,,,Cephradine,125 mg/5 ml,,,0,
Abac 500 mg,Chemist Laboratories  Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,12.50,,12.50,,,,0,,,,,,,Cephradine,500 mg,,,0,
Famotid 20 mg,Drug International Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,3.00,,3.00,,,,0,,,,,,,Famotidine,20 mg,,,0,
Famotid 40 mg/5 ml,Drug International Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,50.00,,50.00,,,,0,,,,,,,Famotidine,40 mg/5 ml,,,0,
Famotack 40 mg/5 ml,Square Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,50.00,,50.00,,,,0,,,,,,,Famotidine,40 mg/5 ml,,,0,
Famotack 40 mg,Square Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,4.02,,4.02,,,,0,,,,,,,Famotidine,40 mg,,,0,
Famotack 20 mg,Square Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,2.00,,2.00,,,,0,,,,,,,Famotidine,20 mg,,,0,
Famonix 40 mg/5 ml,Concord Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,50.00,,50.00,,,,0,,,,,,,Famotidine,40 mg/5 ml,,,0,
Famomax 40 mg,Beximco Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,3.82,,3.82,,,,0,,,,,,,Famotidine,40 mg,,,0,
Famomax 40 mg/5 ml,Beximco Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,50.00,,50.00,,,,0,,,,,,,Famotidine,40 mg/5 ml,,,0,
Famomax 20 mg,Beximco Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,1.90,,1.90,,,,0,,,,,,,Famotidine,20 mg,,,0,
Famoloc 20 mg,Biopharma Laboratories Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,2.00,,2.00,,,,0,,,,,,,Famotidine,20 mg,,,0,
Famoloc 40 mg,Biopharma Laboratories Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,4.00,,4.00,,,,0,,,,,,,Famotidine,40 mg,,,0,
Famoloc 40 mg/5 ml,Biopharma Laboratories Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,50.00,,50.00,,,,0,,,,,,,Famotidine,40 mg/5 ml,,,0,
Famogen 40 mg/5 ml,General Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,50.00,,50.00,,,,0,,,,,,,Famotidine,40 mg/5 ml,,,0,
Famodin 40 mg/5 ml,ACME Laboratories Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,50.00,,50.00,,,,0,,,,,,,Famotidine,40 mg/5 ml,,,0,
Famodin 20 mg,ACME Laboratories Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,2.00,,2.00,,,,0,,,,,,,Famotidine,20 mg,,,0,
Famodin 40 mg,ACME Laboratories Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,4.01,,4.01,,,,0,,,,,,,Famotidine,40 mg,,,0,
Famina Z,Silva Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,3.51,,3.51,,,,0,,,,,,,Carbonyl Iron + Folic Acid + Zinc Sulfate + Vitamin B Complex + Vitamin C,,,,0,
Famina,Silva Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,3.26,,3.26,,,,0,,,,,,,Iron + Folic Acid + Vitamin B Complex + Vitamine C + Zinc Sulfate,,,,0,
Famiclav (125 mg+31.25 mg)/5 ml,ACME Laboratories Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,252.00,,252.00,,,,0,,,,,,,Cefuroxime Axetil + Clavulanic Acid,(125 mg+31.25 mg)/5 ml,,,0,
Famiclav 500 mg+125 mg,ACME Laboratories Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,50.00,,50.00,,,,0,,,,,,,Cefuroxime Axetil + Clavulanic Acid,500 mg+125 mg,,,0,
Famiclav 250 mg+62.5 mg,ACME Laboratories Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,30.00,,30.00,,,,0,,,,,,,Cefuroxime Axetil + Clavulanic Acid,250 mg+62.5 mg,,,0,
Famicef DS 250 mg/5 ml,ACME Laboratories Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,186.25,,186.25,,,,0,,,,,,,Cefuroxime Axetil,250 mg/5 ml,,,0,
Famicef 750 mg/vial,ACME Laboratories Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,120.82,,120.82,,,,0,,,,,,,Cefuroxime Axetil,750 mg/vial,,,0,
Famicef 1.5 gm/vial,ACME Laboratories Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,201.35,,201.35,,,,0,,,,,,,Cefuroxime Axetil,1.5 gm/vial,,,0,
Famicef 125 mg/5 ml,ACME Laboratories Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,199.34,,199.34,,,,0,,,,,,,Cefuroxime Axetil,125 mg/5 ml,,,0,
Famicef 250 mg,ACME Laboratories Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,25.17,,25.17,,,,0,,,,,,,Cefuroxime Axetil,250 mg,,,0,
Famicef 500 mg,ACME Laboratories Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,45.29,,45.29,,,,0,,,,,,,Cefuroxime Axetil,500 mg,,,0,
Falcon 50 mg,Ethical Drug Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,7.00,,7.00,,,,0,,,,,,,Fluconazole,50 mg,,,0,
Falcon 150 mg,Ethical Drug Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,22.00,,22.00,,,,0,,,,,,,Fluconazole,150 mg,,,0,
Factiq 320 mg,Monicopharma Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,65.00,,65.00,,,,0,,,,,,,Gemifloxacin,320 mg,,,0,
AB-DS 400 mg,Prime Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,3.00,,3.00,,,,0,,,,,,,Albendazole,400 mg,,,0,
Fastel 180 mg,Radiant Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,10.00,,10.00,,,,0,,,,,,,Fexofenadine Hydrochloride,180 mg,,,0,
Fastel 120 mg,Radiant Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,8.00,,8.00,,,,0,,,,,,,Fexofenadine Hydrochloride,120 mg,,,0,
Fastdol 325 mg+37.5 mg,ACME Laboratories Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,8.03,,8.03,,,,0,,,,,,,Paracetamol + Tramadol Hydrochloride,325 mg+37.5 mg,,,0,
Fastcut 30%+8%,Pacific Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,60.00,,60.00,,,,0,,,,,,,Methyl Salicylate + Menthol,30%+8%,,,0,
Fastact 30 mg/5 ml,Globex Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,45.00,,45.00,,,,0,,,,,,,Fexofenadine Hydrochloride,30 mg/5 ml,,,0,
Fastact 120 mg,Globex Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,6.50,,6.50,,,,0,,,,,,,Fexofenadine Hydrochloride,120 mg,,,0,
Fast XR 665 mg,ACME Laboratories Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,1.51,,1.51,,,,0,,,,,,,Paracetamol,665 mg,,,0,
Fast Plus 500 mg+65 mg,ACME Laboratories Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,1.91,,1.91,,,,0,,,,,,,Paracetamol + Caffeine,500 mg+65 mg,,,0,
Fast 80 mg/ml,ACME Laboratories Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,14.81,,14.81,,,,0,,,,,,,Paracetamol,80 mg/ml,,,0,
Fast 120 mg/5 ml,ACME Laboratories Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,20.69,,20.69,,,,0,,,,,,,Paracetamol,120 mg/5 ml,,,0,
Fast 500 mg,ACME Laboratories Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,0.80,,0.80,,,,0,,,,,,,Paracetamol,500 mg,,,0,
Fast 250 mg,ACME Laboratories Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,5.03,,5.03,,,,0,,,,,,,Paracetamol,250 mg,,,0,
Fast 125 mg,ACME Laboratories Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,4.03,,4.03,,,,0,,,,,,,Paracetamol,125 mg,,,0,
Fast 500 mg,ACME Laboratories Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,8.07,,8.07,,,,0,,,,,,,Paracetamol,500 mg,,,0,
Farmorubicin 2 mg/ml,Pfizer,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,2730.00,,2730.00,,,,0,,,,,,,Epirubicin Hydrochloride,2 mg/ml,,,0,
Farlan 50 mg,Delta Pharma Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,5.00,,5.00,,,,0,,,,,,,Fluconazole,50 mg,,,0,
Farlan 150 mg,Delta Pharma Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,12.00,,12.00,,,,0,,,,,,,Fluconazole,150 mg,,,0,
Farin 1 mg,Concord Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,1.00,,1.00,,,,0,,,,,,,Warfarin Sodium,1 mg,,,0,
Farin 2 mg,Concord Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,2.00,,2.00,,,,0,,,,,,,Warfarin Sodium,2 mg,,,0,
Farin 5 mg,Concord Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,3.00,,3.00,,,,0,,,,,,,Warfarin Sodium,5 mg,,,0,
Fardox 100 mg,Pharmadesh Laboratories Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,2.50,,2.50,,,,0,,,,,,,Doxycycline Hydrochloride,100 mg,,,0,
Fapravir 200 mg,Renata Limited,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,200.00,,200.00,,,,0,,,,,,,Favipiravir,200 mg,,,0,
Fapiravir 200 mg,Healthcare Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,200.00,,200.00,,,,0,,,,,,,Favipiravir,200 mg,,,0,
Fapdol 325 mg+37.5 mg,Beacon Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,8.00,,8.00,,,,0,,,,,,,Paracetamol + Tramadol Hydrochloride,325 mg+37.5 mg,,,0,
Fap Plus 500 mg+65 mg,Beacon Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,1.92,,1.92,,,,0,,,,,,,Paracetamol + Caffeine,500 mg+65 mg,,,0,
Fap 500 mg,Beacon Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,0.80,,0.80,,,,0,,,,,,,Paracetamol,500 mg,,,0,
Famvir 250 mg,SANDOZ (A Novartis Division),pcs,allopathic,,,,1,,,,,exclusive,single,,,,,229.85,,229.85,,,,0,,,,,,,Famciclovir,250 mg,,,0,
Famotin 40 mg,Doctor’s Chemical Works Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,3.80,,3.80,,,,0,,,,,,,Famotidine,40 mg,,,0,
Famotin 20 mg,Doctor’s Chemical Works Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,1.42,,1.42,,,,0,,,,,,,Famotidine,20 mg,,,0,
AB Kit 200 mg+200 mcg,Renata Limited,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,300.00,,300.00,,,,0,,,,,,,Mifepristone + Misoprostol,200 mg+200 mcg,,,0,
A-Zyme 325 mg,ACME Laboratories Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,3.51,,3.51,,,,0,,,,,,,Pancreatin,325 mg,,,0,
Febustat 80 mg,Incepta Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,22.00,,22.00,,,,0,,,,,,,Febuxostat,80 mg,,,0,
Febus 40 mg,ACI Limited,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,12.04,,12.04,,,,0,,,,,,,Febuxostat,40 mg,,,0,
Febus 80 mg,ACI Limited,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,22.07,,22.07,,,,0,,,,,,,Febuxostat,80 mg,,,0,
Feburen 80 mg,Renata Limited,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,22.00,,22.00,,,,0,,,,,,,Febuxostat,80 mg,,,0,
Feburen 40 mg,Renata Limited,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,12.00,,12.00,,,,0,,,,,,,Febuxostat,40 mg,,,0,
Febulas 40 mg,Delta Pharma Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,8.00,,8.00,,,,0,,,,,,,Febuxostat,40 mg,,,0,
Febox 40 mg,Drug International Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,12.00,,12.00,,,,0,,,,,,,Febuxostat,40 mg,,,0,
Fea XR 665 mg,Navana Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,1.51,,1.51,,,,0,,,,,,,Paracetamol,665 mg,,,0,
Fea Plus 500 mg+65 mg,Navana Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,2.51,,2.51,,,,0,,,,,,,Paracetamol + Caffeine,500 mg+65 mg,,,0,
Fea 500 mg,Navana Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,0.80,,0.80,,,,0,,,,,,,Paracetamol,500 mg,,,0,
Fea 120 mg/5 ml,Navana Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,20.07,,20.07,,,,0,,,,,,,Paracetamol,120 mg/5 ml,,,0,
Fe-Z 150 mg+0.5 mg+61.8 mg,Modern Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,2.90,,2.90,,,,0,,,,,,,Ferrous Sulfate + Folic Acid + Zinc Sulfate,150 mg+0.5 mg+61.8 mg,,,0,
FD-60 60 mg,Gaco Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,3.50,,3.50,,,,0,,,,,,,Fexofenadine Hydrochloride,60 mg,,,0,
FD-120 120 mg,Gaco Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,7.00,,7.00,,,,0,,,,,,,Fexofenadine Hydrochloride,120 mg,,,0,
FBC,Pacific Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,3.00,,3.00,,,,0,,,,,,,Iron + Folic acid + Vitamin B complex + Vitamin C,,,,0,
Faxilin 125 mg/5 ml,Kumudini Pharma Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,60.00,,60.00,,,,0,,,,,,,Flucloxacillin Sodium,125 mg/5 ml,,,0,
Faxilin 500 mg,Kumudini Pharma Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,10.00,,10.00,,,,0,,,,,,,Flucloxacillin Sodium,500 mg,,,0,
Faxilin 250 mg,Kumudini Pharma Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,5.50,,5.50,,,,0,,,,,,,Flucloxacillin Sodium,250 mg,,,0,
Favivir 200 mg,Opsonin Pharma Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,200.00,,200.00,,,,0,,,,,,,Favipiravir,200 mg,,,0,
Favitab 200 mg,Ibn Sina Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,200.00,,200.00,,,,0,,,,,,,Favipiravir,200 mg,,,0,
Favirest 200 mg,Everest Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,200.00,,200.00,,,,0,,,,,,,Favipiravir,200 mg,,,0,
Faviravir 200 mg,ACI Limited,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,200.00,,200.00,,,,0,,,,,,,Favipiravir,200 mg,,,0,
Favirab 1000 IU/5 ml,Synovia pharma plc,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,1758.00,,1758.00,,,,0,,,,,,,Rabies Immunoglobulin,1000 IU/5 ml,,,0,
Favira 200 mg,Drug International Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,200.00,,200.00,,,,0,,,,,,,Favipiravir,200 mg,,,0,
Favipira 200 mg,Beacon Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,200.00,,200.00,,,,0,,,,,,,Favipiravir,200 mg,,,0,
Favipir 200 mg,Eskayef Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,200.00,,200.00,,,,0,,,,,,,Favipiravir,200 mg,,,0,
Favinil 200 mg,Square Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,200.00,,200.00,,,,0,,,,,,,Favipiravir,200 mg,,,0,
Favilar 200 mg,Popular Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,200.00,,200.00,,,,0,,,,,,,Favipiravir,200 mg,,,0,
